product_name,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Popcorn,Chips & Savoury Snacks,3.8461538461538,12.820512820513,3.8461538461538,6.4102564102564,a
Chocolato Fondente,Candy & Chocolate,39.0,7.9,38.0,,unknown
Moroccan Style Houmous,Spreads & Dips,3.7,5.7,14.3,4.4,c
Honey Nut Granola,Cereals & Granola,13.793103448276,13.793103448276,13.793103448276,,c
"Honey Nut Toasted Oats, A Sweetened Toasted Oat",Cereals & Granola,32.14,7.14,5.36,7.1,d
Cinnamon Granola,Cereals & Granola,11.320754716981,11.320754716981,15.094339622642,,d
Pâte à tartiner,Spreads & Dips,39.0,7.8,30.0,17.0,d
Pesto houmous swirl,Spreads & Dips,0.7,5.7,24.0,,c
Spiced sweet potato houmous swirl,Spreads & Dips,1.3,5.4,27.4,,c
Vanilla Yogurt with M&M'S Minis Milk Chocolate Candies,Candy & Chocolate,16.8141592920354,3.53982300884956,3.09734513274336,0.0,c
Atomic fireballs,Candy & Chocolate,100.0,0.0,0.0,0.0,e
Chocolate Chip Cookies,Candy & Chocolate,35.3,5.7,24.6,3.0,e
Chocolate chip cookies,Candy & Chocolate,35.3,5.7,24.6,,e
"quinoa, uvetta e semi di zucca",Candy & Chocolate,21.0,18.0,32.0,11.0,c
4 kentish bramley apple hot cross buns,Candy & Chocolate,9.7,0.5,0.5,1.6,b
winter berry crumble,Candy & Chocolate,23.1,3.6,9.3,3.0,d
Chocolate orange brownie slices,Candy & Chocolate,41.2,6.5,26.7,8.6,e
Carrot cake with walnuts,Candy & Chocolate,35.0,4.5,18.0,2.4,e
approx 7 Sainsbury's little ones Servings per pack,Chips & Savoury Snacks,11.7,7.9,0.7,0.5,unknown
Roasted garlic dip,Spreads & Dips,1.64705882352941,1.41176470588235,68.2352941176471,1.17647058823529,d
Coconut cream pie,Ice Cream & Frozen,24.2424242424242,3.03030303030303,13.6363636363636,1.01010101010101,e
Strawberry and White Chocolate Crisp,Cereals & Granola,19.5,9.0,12.7,4.8,unknown
Soft figs,Fruit Snacks,38.5,2.8,2.4,9.5,c
Belgian Milk Cooking Chocolate,Candy & Chocolate,50.1,6.6,34.3,1.9,e
Lightly Sea Salted CRISPS,Chips & Savoury Snacks,0.40000000596046,5.6999998092651,29.200000762939,,d
Milk Chocolate Coins,Candy & Chocolate,58.5,6.1,27.7,3.1,e
Soft Marshmallows,Candy & Chocolate,65.400001525879,3.9000000953674,0.40000000596046,0.5,e
Multi-Floral & Clover Honey,Spreads & Dips,76.19,0.0,0.0,0.0,e
All butter choc chip shortbread,Candy & Chocolate,25.0,5.6,26.9,2.6,e
Chips M&S Cheddar Red Onion,Chips & Savoury Snacks,1.8,7.8,29.2,,d
Oven Roasted Mixed Nuts,Fruit Snacks,4.4,20.1,58.4,8.5305,c
Lindor weiss,Candy & Chocolate,45.0,4.1,48.0,,e
Pumpkin Spice Cake,Candy & Chocolate,31.3,5.6,16.8,1.7,d
Original English Muffins,Baked Goods & Biscuits,1.7543859649123,7.0175438596491,1.7543859649123,1.7543859649123,c
Swiss Chocolate,Candy & Chocolate,46.1,6.1,40.3,,e
Swiss Chocolate,Candy & Chocolate,44.7,6.4,43.3,2.4,e
6 scones aux raisins de Smyrne,Candy & Chocolate,20.5,6.7,10.9,1.8,e
Triple cookie chocolate,Candy & Chocolate,54.4,6.1,30.9,2.4,e
Snackers,Candy & Chocolate,1.8,6.7,15.0,1.3,e
Crackers,Candy & Chocolate,0.0,11.11,8.33,0.0,d
"Ducales, Flavored Crackers",Candy & Chocolate,10.26,5.13,23.08,0.0,e
Club Wheat Bran Crackers,Candy & Chocolate,7.19424460431655,7.19424460431655,17.9856115107914,3.59712230215827,e
Club cheese butter crackers,Chips & Savoury Snacks,4.4444444444444,8.8888888888889,17.777777777778,,d
TOSH MultiGrain 4cereals,Candy & Chocolate,3.0,2.0,4.0,3.92156862745098,b
CRACKERS MULTIGRAIN,Chips & Savoury Snacks,10.526315789474,10.526315789474,14.035087719298,3.5087719298246,e
TOSH Honey,Candy & Chocolate,0.793650793650794,7.93650793650794,25.7936507936508,1.98412698412698,d
FIG BAR Raspberry,Candy & Chocolate,33.33,5.26,8.77,5.26,d
Fig Bar Blueberry,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Blueberry Fig Bars,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Fig Bar Peach Apricot,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Fig Bar,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,unknown
Fig Bar Raspberry,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
FIG BAR Raspberry,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Hearty Bar,Protein & Sport,27.0833333333333,18.75,14.5833333333333,6.25,not-applicable
Brownie Double Chocolate,Candy & Chocolate,28.8888888888889,6.66666666666667,13.3333333333333,8.88888888888889,d
Brownie Double Chocolate,Candy & Chocolate,28.8888888888889,6.66666666666667,11.1111111111111,8.88888888888889,d
FIG BAR Blueberry,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Barre aux figues,Candy & Chocolate,35.0877,5.2632,8.7719,3.0,d
FIG BAR,Candy & Chocolate,33.333333333333,5.2631578947368,8.7719298245614,5.2631578947368,d
Barres aux figues,Candy & Chocolate,40.0,6.0,10.0,,e
Barras de Higo con Frambuesas,Candy & Chocolate,34.0,6.0,9.0,6.0,d
Fig bar,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,unknown
"Fig Bar Minis, Raspberry",Nuts & Seeds,35.7142857142857,7.14285714285714,8.92857142857143,7.14285714285714,c
Fig Bars,Candy & Chocolate,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Fig Bar,Candy & Chocolate,33.33333,5.26316,8.77193,5.26316,d
Chocolate Double Chocolate Brownie,Candy & Chocolate,35.087719298246,7.0175438596491,10.526315789474,7.0175438596491,d
Oatmeal Crumble Strawberry,Candy & Chocolate,32.5,5.0,7.5,7.5,d
Raspberry lemon oatmeal crumble,Nuts & Seeds,32.5,5.0,7.5,7.5,c
Oatmeal Crumble Apple,Candy & Chocolate,13.0,2.0,3.0,3.0,unknown
Oatmeal Crumble Strawberry,Candy & Chocolate,32.5,5.0,7.5,7.5,unknown
Oatmeal Crumble Strawberry,Candy & Chocolate,32.5,5.0,7.5,7.5,d
"Bridgford, sweet baby ray's, original beef jerky",Chips & Savoury Snacks,21.43,39.29,3.57,0.0,e
Beef jerky sweet and spicy,Chips & Savoury Snacks,6.0,11.0,1.0,,b
Snickers Ice Cream,Ice Cream & Frozen,31.25,6.25,22.916666666667,1.46605029296875,e
Ice Cream Bars,Ice Cream & Frozen,33.33,4.44,20.0,0.0,e
Twix Ice Cream Bar,Ice Cream & Frozen,34.3283582089552,2.98507462686567,20.8955223880597,1.49253731343284,e
M&M's Vanilla Cookie Sandwich,Ice Cream & Frozen,30.2631578947368,3.94736842105263,11.8421052631579,1.31578947368421,d
vanilla m&m's cookie sandwiches,Ice Cream & Frozen,30.2631578947368,3.94736842105263,11.8421052631579,,e
MINIS Vanilla & Chocolate Ice Cream with Dark Chocolate,Ice Cream & Frozen,28.5714285714286,4.57142857142857,24.0,2.85714285714286,e
Gourmet Nougat,Candy & Chocolate,65.8,3.2,12.1,,e
Crema de cacahuete (ahorramás),Nuts & Seeds,4.0,25.0,50.0,,b
Walnut halves,Nuts & Seeds,2.6,14.7,68.5,5.2,b
Skippy Smooth,Nuts & Seeds,10.9,22.2,49.4,4.7,c
Beurre de Cacahuètes Super Chunk,Nuts & Seeds,9.4,23.6,52.2,3.8,c
Creamy Peanut Butter,Nuts & Seeds,3.0,7.0,16.0,,b
"Candy, Strawberry, Green Apple",Candy & Chocolate,50.0,3.33333333333333,0.0,,unknown
Indian Style Cauliflower Baked Crackers,Chips & Savoury Snacks,1.5,5.2,10.5,4.5,d
Choco Chip Cookies,Candy & Chocolate,21.0,4.3,28.0,,unknown
Protein grazers,Protein & Sport,8.6,24.8,8.3,,not-applicable
Lean Bar Blueberry Yogurt,Protein & Sport,14.0,30.0,12.0,20.0,not-applicable
Lean Bar Vanilla Birthday Cake,Protein & Sport,18.0,30.0,12.0,14.0,not-applicable
English muffins original,Baked Goods & Biscuits,0.0,8.7719298245614,1.7543859649123,1.7543859649123,c
English Muffins,Baked Goods & Biscuits,3.27868852459016,8.19672131147541,3.27868852459016,3.27868852459016,d
English Muffins Cinnamon Raisin,Baked Goods & Biscuits,13.1,6.56,1.64,3.28,c
English muffin,Baked Goods & Biscuits,1.7543859649123,7.0175438596491,1.7543859649123,1.7543859649123,c
Original muffins,Baked Goods & Biscuits,1.6393,8.1967,1.6393,1.6,c
English Muffins 24 Pack,Baked Goods & Biscuits,1.7543859649123,7.0175438596491,0.0,1.7543859649123,c
Toast,Baked Goods & Biscuits,1.75438596491228,7.01754385964912,1.75438596491228,5.26315789473684,b
Cinnamon bun english muffins,Baked Goods & Biscuits,8.1967213114754,8.1967213114754,2.4590163934426,,c
The Original Nooks & Crannies English Muffins,Baked Goods & Biscuits,1.49736642857143,8.60842357142857,1.48813928571429,5.73794642857143,a
English Muffins Cranberry,Baked Goods & Biscuits,6.55737704918033,6.55737704918033,1.63934426229508,1.63934426229508,c
Light Multi Grain English Muffins,Candy & Chocolate,1.75438596491228,10.5263157894737,1.75438596491228,14.0350877192982,a
English muffins,Baked Goods & Biscuits,1.1764705882353,7.0588235294118,1.7647058823529,1.1764705882353,c
Cinnamon + Protein english muffin,Baked Goods & Biscuits,3.5087719298246,15.789473684211,1.7543859649123,,b
English Muffins,Baked Goods & Biscuits,1.7543859649123,7.0175438596491,1.7543859649123,1.7543859649123,c
Bagels Everything,Candy & Chocolate,7.05882352941176,10.5882352941176,5.29411764705882,2.35294117647059,d
Granola with Bananas & Milk,Cereals & Granola,24.812030075188,12.03007518797,23.308270676692,5.2631578947368,e
Astronaut neapolitan ice cream sandwich,Ice Cream & Frozen,39.3,10.5,14.3,3.6,e
Astronaut food cookies & cream ice cream sandwich,Candy & Chocolate,37.837837837838,8.1081081081081,16.216216216216,0.0,e
Bananes pour astronautes,Fruit Snacks,66.7,4.8,0.0,,e
Pain au lait,Candy & Chocolate,14.0,9.0,9.8,,d
Maryland Choc Chip,Candy & Chocolate,25.96875,11.0,44.0,6.4,unknown
Sour Cream & Onion Lentil & Pea Cakes,Chips & Savoury Snacks,3.1,24.6,11.8,5.8,c
Rocky Road,Candy & Chocolate,58.6,5.4,14.9,2.6,e
wholenut milk chocolate,Candy & Chocolate,39.7,9.5,40.7,5.0,e
Love Crunch Dark Chocolate Macaroon Granola,Cereals & Granola,23.3333333333333,6.66666666666667,20.0,6.66666666666667,d
TOSTADAS RASPADAS,Chips & Savoury Snacks,0.0,8.0,14.0,12.0,d
Organic Raisin Bran Clusters Cereal,Cereals & Granola,18.0,5.0,4.0,10.0,b
Blueberry filled muffin,Candy & Chocolate,20.0,2.0,20.0,20.0,e
All Butter Croissant,Candy & Chocolate,5.2,9.2,26.0,2.5,e
Strawberry jam,Spreads & Dips,2.0999999046326,0.0,0.0,,b
Banoffee ice cream,Ice Cream & Frozen,15.6,3.5,8.1,,d
Chips,Chips & Savoury Snacks,0.0,3.57142857142857,35.7142857142857,7.14285714285714,d
Roasted Sunflower Kernels,Nuts & Seeds,3.3333333333333,20.0,50.0,11.3,c
Wildflower honey,Spreads & Dips,80.952380952381,0.0,0.0,,e
Nice! Organic Honey,Spreads & Dips,80.95,0.48,0.0,0.0,e
Lindt Excellence 90% Cacao,Candy & Chocolate,7.0,10.0,55.0,,e
Pistachio Kernels,Nuts & Seeds,7.7,20.2,45.3,10.6,a
Pine nuts,Nuts & Seeds,5.2,18.5,61.7,2.4,b
Pumpkin seeds,Nuts & Seeds,1.3,35.6,46.9,2.3,b
Sunflower Seeds,Nuts & Seeds,1.0,23.0,47.0,,b
Pastry,Candy & Chocolate,1.4,7.8,26.9,2.4,d
Fairtrade Wholenut Dark Chocolate,Candy & Chocolate,34.7,9.4,38.3,,e
Spaghetti Carbonara,Candy & Chocolate,19.2,3.8,9.9,1.2,d
Sicilian Lemon Flavoured Meringues,Candy & Chocolate,94.0,4.8,0.5,0.5,e
Reduced Fat Ready Salted Crisps,Chips & Savoury Snacks,0.6,7.3,18.8,3.5,c
Salt and vinegar chips,Chips & Savoury Snacks,1.7,6.8,19.2,4.5,d
Raisins secs,Fruit Snacks,71.0,3.0,0.5,,e
Orange Marmalade,Spreads & Dips,41.7,0.5,0.5,1.5,d
High Protein Peanut Granola,Cereals & Granola,8.1,24.6,16.5,,b
Flourish high protein berry granola,Cereals & Granola,9.1,24.2,14.2,10.2,a
Fire Roasted Red Pepper Dip,Spreads & Dips,5.0,2.0,17.4,3.4,c
Extra Smooth Houmous,Spreads & Dips,0.7,6.8,25.4,3.4,c
lindt lindor,Candy & Chocolate,27.0,7.5,50.0,,e
Pretzel Crisps,Chips & Savoury Snacks,3.972,8.87123125,1.3846875,6.27725,c
"Pretzel Crisps Original Thin, Crunchy Pretzel Crackers",Chips & Savoury Snacks,6.76281130065768,6.76281130065768,0.0,3.38140565032884,d
Pretzel Crisps,Chips & Savoury Snacks,7.14,10.71,0.0,3.57,unknown
Pretzel crujiente sabor Original envase 85 g,Chips & Savoury Snacks,6.0,8.0,1.5,3.0,c
Snyder's Pretzel Crisps Sea Salt & Cracked Pepper,Chips & Savoury Snacks,7.0,8.0,5.0,2.5,d
Pretzel Crisps Original Deli Style,Chips & Savoury Snacks,7.14285714285714,7.14285714285714,0.0,3.57142857142857,c
Pretzel Crisps Garlic Parmesan,Candy & Chocolate,7.14285714285714,7.14285714285714,5.35714285714286,1.78571428571429,e
Pretzel Crisps Buffalo Wing,Chips & Savoury Snacks,7.14285714285714,7.14285714285714,5.35714285714286,,unknown
Pretzel Crisps Sea Salt & Cracked Pepper,Chips & Savoury Snacks,7.14285714285714,7.14285714285714,5.35714285714286,1.78571428571429,e
Pretzel Crisps original,Chips & Savoury Snacks,5.0,10.0,0.0,5.0,d
Pretzel chips,Chips & Savoury Snacks,6.66666666666667,10.0,0.0,3.33333333333333,d
Pretzel Crisps,Chips & Savoury Snacks,3.57142857142857,0.0,10.7142857142857,7.14285714285715,e
Pretzel Crisps,Chips & Savoury Snacks,7.14285714285714,10.7142857142857,0.0,6.6402,unknown
"Dessert thin, crispy biscuits",Candy & Chocolate,35.71,3.57,21.43,3.6,e
"Dessert thins thin, crispy biscuits chocolate chip",Candy & Chocolate,35.71,3.57,21.43,3.6,e
"Dessert thins thin, crispy biscuits",Candy & Chocolate,32.14,3.57,21.43,0.0,e
"Pretzel Crisps Original Thin, Crunchy Pretzel Crackers",Chips & Savoury Snacks,7.1428571428571,7.1428571428571,0.0,6.14732142857143,d
bites thin & crunchy pretzel snacks Honey Mustard,Chips & Savoury Snacks,7.14285714285714,7.14285714285714,16.0714285714286,3.57142857142857,e
PopUms,Chips & Savoury Snacks,3.57142857142857,7.14285714285714,17.8571428571429,3.57142857142857,d
White Choc and Raspberry Granola,Cereals & Granola,14.1,12.3,11.5,9.4,c
4 Brioche Burger Buns,Candy & Chocolate,11.0294117647059,9.26470588235294,6.76470588235294,3.23529411764706,c
David's Cookies Butter Pecan Meltaways,Candy & Chocolate,14.2857142857143,7.14285714285714,35.7142857142857,0.0,e
Salt & Vinegar Twist,Chips & Savoury Snacks,2.7,3.0,21.3,3.5,e
Full on Flavour Lightly Sea Salted 6 pack,Chips & Savoury Snacks,0.3,6.2,33.2,4.3,c
Mexican style fiesta dips,Spreads & Dips,3.6,2.1,24.0,1.7,c
Honey nut toasted oats cereal,Cereals & Granola,29.268292682927,7.3170731707317,4.8780487804878,4.9,e
Shredded Wheat cereal,Cereals & Granola,0.0,11.6666666666667,2.5,13.3333333333333,a
Frosted Fruit O’s,Cereals & Granola,45.238095238095,4.7619047619048,3.5714285714286,2.3809523809524,e
Instant Regular Oatmeal,Cereals & Granola,0.0,14.285714285714,7.1428571428571,10.714285714286,a
Old Fashioned Oats,Cereals & Granola,0.0,12.5,6.25,10.0,a
Quick oats,Cereals & Granola,0.0,12.5,6.25,4.0,a
Honey and Oat Granola,Cereals & Granola,23.809523809524,9.5238095238095,11.111111111111,6.3492063492063,c
sainsburys prawn crackers,Chips & Savoury Snacks,4.8,3.5,0.3,0.5,a
Original English muffins,Baked Goods & Biscuits,1.7543859649123,8.7719298245614,1.7543859649123,,c
English muffin,Baked Goods & Biscuits,3.5087719298246,8.7719298245614,1.7543859649123,1.7543859649123,c
Mini jaffa cakes,Candy & Chocolate,50.1,4.0,14.8,2.1,e
Salsa Verde Mild,Spreads & Dips,3.2258064516129,0.0,0.0,0.0,c
Salsa Original Medium,Spreads & Dips,1.66666666666667,1.66666666666667,0.0,1.66666666666667,c
Percy pigs,Candy & Chocolate,50.7,0.5,0.2,,e
Percy Pig Sugar Reduced,Candy & Chocolate,13.2,0.7,0.7,1.0,c
White Choc Bar,Candy & Chocolate,42.5,1.8,37.0,0.6,e
Free From by Sainsbury's Gluten Free Bran Flakes,Cereals & Granola,8.66666666666667,6.66666666666667,1.66666666666667,15.0,a
Profiterole stack,Candy & Chocolate,15.7,4.9,30.8,1.4,e
Christmas Tree Salted Tortilla Chips,Chips & Savoury Snacks,1.6,6.4,23.9,7.9,c
Kellogs Frosted Flakes,Cereals & Granola,6.3291139240506,4.2194092827004,1.6877637130802,0.0,b
Chocolate Chip Cookie Sandwich,Ice Cream & Frozen,29.9145299145299,3.41880341880342,12.8205128205128,0.854700854700855,e
CHOCOLATE CHIP COOKIE DOUGH,Candy & Chocolate,36.8421052631579,5.26315789473684,21.0526315789474,,e
Classic chocolate fudge kit,Candy & Chocolate,60.53,2.63,11.84,2.6,e
Chocolate Chip Cookie Sandwiches,Ice Cream & Frozen,30.6451612903226,3.2258064516129,12.9032258064516,1.61290322580645,e
Carnation Breakfast Essentials,Cereals & Granola,12.0,15.0,6.0,3.0,not-applicable
Malted milk,Ice Cream & Frozen,76.6666666666667,6.66666666666667,3.33333333333333,0.0,e
Speculoos Cookies,Candy & Chocolate,33.3333333333333,6.66666666666667,16.6666666666667,3.33333333333333,e
"Ritter sport, fine milk chocolate",Candy & Chocolate,20.0,2.0,14.0,1.0,d
Milk Chocolate with Raisins & Hazelnuts,Candy & Chocolate,55.2631578947368,5.26315789473684,28.9473684210526,2.63157894736842,e
Chocolat noir fourré à la menthe,Candy & Chocolate,51.6129032258064,3.2258064516129,25.8064516129032,3.2258064516129,e
Milk chocolaté with hazelnuts,Candy & Chocolate,56.7159722222222,3.31486111111111,29.9527777777778,2.57777777777778,e
Milk Chocolate with Praline Filling,Candy & Chocolate,56.7502083333333,3.33763888888889,29.9540972222222,2.57777777777778,e
"Ritter sport, milk chocolate filled with yogurt & blackberry creme",Candy & Chocolate,50.0,5.26,36.84,2.6,e
Dark Chocolate with Whole Almonds,Candy & Chocolate,38.7096774193548,9.67741935483871,38.7096774193548,9.67741935483871,e
All Butter Croissants,Candy & Chocolate,7.117183984375,6.77362087239584,20.1678216145833,4.3340890625,d
Reduced far all butter croissants,Candy & Chocolate,6.1,8.9,18.1,2.1,e
Dukkah,Fruit Snacks,0.0,19.354838709677,38.709677419355,19.354838709677,d
Hummus,Spreads & Dips,0.1,5.1,31.0,4.6,d
Bean Puffs (sweet chili),Candy & Chocolate,3.57142857142857,7.14285714285714,28.5714285714286,7.14285714285714,d
Mini butter cookies- milk chocolate,Candy & Chocolate,52.9411764705882,5.88235294117647,29.4117647058824,0.0,e
Beef Jerky Sweet & Hot,Chips & Savoury Snacks,7.0,11.0,1.0,,a
Caramel filled truffle cookies,Candy & Chocolate,46.67,6.67,23.33,3.3,e
Jelly beans,Candy & Chocolate,93.0,0.0,0.0,,e
Whey Protein Vanilla,Protein & Sport,0.0,66.66667,17.948719,,not-applicable
Peanut Butter crunchy,Nuts & Seeds,3.0,7.0,15.0,,b
Beef jerky original,Chips & Savoury Snacks,16.0,48.0,4.0,,d
Beef jerky peppered,Chips & Savoury Snacks,0.0,11.0,5.0,,e
Beef jerky,Chips & Savoury Snacks,35.714285714286,35.714285714286,5.3571428571429,0.0,e
Creamy Peanut Butter,Nuts & Seeds,9.0,21.0,50.0,6.6899,b
No stir creamy peanut butter,Nuts & Seeds,9.38,21.88,46.88,6.2,c
Organic blue agave nectar,Spreads & Dips,76.19,0.0,0.0,,d
Tortilla chips,Chips & Savoury Snacks,3.57,3.57,25.0,10.7,d
Organic Peanut Butter Spread,Nuts & Seeds,6.25,21.875,50.0,6.25,c
Galette beurre d'arachide,Candy & Chocolate,21.052631578947,10.526315789474,26.315789473684,7.8947368421053,d
Steel Cut Organic Oats,Cereals & Granola,0.0,12.5,6.25,10.0,a
Linguine with Pesto & Tomatoes,Candy & Chocolate,0.806451612903226,4.83870967741935,8.06451612903226,2.41935483870968,c
Copenhagen Danish Butter Cookies,Candy & Chocolate,27.0,5.5,23.0,,e
Lil Landjager,Chips & Savoury Snacks,0.0,28.5714285714286,32.1428571428571,0.0,e
Granola Fruit and Nut,Cereals & Granola,27.272727272727,9.0909090909091,16.363636363636,5.4545454545455,d
Organic Oats & Honey Granola,Cereals & Granola,23.636363636364,9.0909090909091,14.545454545455,5.4545454545455,d
Creamy Peanut Butter,Nuts & Seeds,12.5,21.875,43.75,6.25,c
redand white corn flakes,Cereals & Granola,10.0,0.0,0.0,2.5,d
Corn Flakes Cereal,Cereals & Granola,10.0,5.0,0.0,2.5,d
Frosted Flakes,Cereals & Granola,35.0,5.0,0.0,0.0,d
Fourré Choco,Candy & Chocolate,30.5,6.5,19.0,,e
Biscuits Fourres Fraise,Candy & Chocolate,34.0,5.0,18.5,0.0,e
"Hellema, Fourre, Vanilla",Candy & Chocolate,35.0,5.0,17.5,5.0,e
Joe-Joe's,Candy & Chocolate,38.4615384615385,1.92307692307692,23.0769230769231,1.92307692307692,e
"Cowboy Caviar Corn, Black Bean & Pepper Salsa",Spreads & Dips,6.25,3.125,0.0,3.125,c
Runny Honey,Spreads & Dips,80.8,0.5,0.5,0.5,e
Chocolate Almond Granola Cereal,Cereals & Granola,23.64,10.91,16.36,7.3,c
Gummibärchen,Candy & Chocolate,0.0,6.0,0.2,,a
Lightly Salted Tortilla Chips,Chips & Savoury Snacks,1.5,5.5,23.3,5.8,c
Choc Coated Raisins,Candy & Chocolate,36.0,8.0,16.0,4.0,e
Biscuit Salé Saladitas,Candy & Chocolate,12.0,8.0,16.0,4.0,d
Sandwich galletas cookies,Candy & Chocolate,33.0,6.0,15.0,0.0,e
Biscuits salés,Candy & Chocolate,0.2,8.4,9.6,2.2,e
Crackers,Chips & Savoury Snacks,2.0,7.05,10.94,,d
Saladitas,Candy & Chocolate,12.5,8.33333333333333,12.5,8.33333333333333,d
Sandwich,Candy & Chocolate,35.47,4.01,20.82,0.0,e
Sandwich,Candy & Chocolate,34.15,4.16,35.0,,unknown
Lemon tahini,Spreads & Dips,10.0,3.3333333333333,26.666666666667,0.0,d
Almond Butter,Nuts & Seeds,3.125,21.875,50.0,12.5,a
Creamy Almond Butter Salted,Nuts & Seeds,3.125,21.875,50.0,12.5,a
Crunchy Almond Butter,Nuts & Seeds,6.25,21.875,53.125,9.375,unknown
Dark Chocolate with Cashews,Candy & Chocolate,39.1304347826087,6.52173913043478,36.9565217391304,6.52173913043478,e
Papa’s Corn Grits,Cereals & Granola,0.0,5.1282051282051,1.2820512820513,2.0,e
Corn Flakes,Cereals & Granola,10.0,5.0,0.0,2.5,d
Goober grape jelly peanut butter stripes,Nuts & Seeds,39.6,8.93,17.86,4.19230769230769,d
Goober,Nuts & Seeds,35.714285714286,8.9285714285714,17.857142857143,3.57142857142857,d
Sweet Orange Marmalade,Spreads & Dips,60.0,0.0,0.0,,d
Concord Grape Jelly,Spreads & Dips,60.0,0.0,0.0,0.0,d
Red Raspberry Preserves,Spreads & Dips,60.0,0.0,0.0,0.0,d
Blackberry Jam,Spreads & Dips,45.0,0.0,0.0,5.0,d
Red Raspberry Jam,Spreads & Dips,2.35159938152936,0.0,0.0,,a
Strawberry Jam,Spreads & Dips,60.0,0.0,0.0,,d
Natural Creamy Peanut Butter,Nuts & Seeds,6.25,25.0,50.0,9.375,c
cosecha de chabacano sin azúcar,Spreads & Dips,2.4,0.3,0.1,2.0,c
Smuckers Grape Jelly,Spreads & Dips,60.0,0.0,0.0,,unknown
Simply Fruit Strawberry,Spreads & Dips,47.3684210526316,0.0,0.0,0.0,c
Smuckers Strawberry Jam,Spreads & Dips,66.666666666667,0.0,0.0,,d
